Date,Bull-Bear Spread,Close,SMA Signal,SMA1,SMA40,Sell Signals,Buy/Sell SMA,Buy Signals
1987-11-06,0.25,250.41,0,250.41,,0.0,0,0.0
1987-11-13,0.03,245.64,0,245.63999999999996,,0.0,0,0.0
1987-11-20,0.2,242.0,0,242.0,,0.0,0,0.0
1987-11-27,0.0,240.34,0,240.34000000000003,,0.0,0,0.0
1987-12-04,-0.17,223.92,0,223.92,,0.0,0,0.0
1987-12-11,-0.09,235.32,0,235.32000000000002,,0.0,0,0.0
1987-12-18,0.06,249.16,0,249.16000000000003,,0.0,0,0.0
1987-12-24,0.08,252.02,0,252.02000000000007,,0.0,0,0.0
1987-12-31,-0.01,247.08,0,247.08000000000007,,0.0,0,0.0
1988-01-08,0.14,243.4,0,243.40000000000006,,0.0,0,0.0
1988-01-15,0.08,252.05,0,252.05000000000004,,0.0,0,0.0
1988-01-22,-0.1,246.5,0,246.50000000000006,,0.0,0,0.0
1988-01-29,-0.03,257.07,0,257.07000000000005,,0.0,0,0.0
1988-02-05,0.17,250.96,0,250.9600000000001,,0.0,0,0.0
1988-02-12,0.1,257.63,0,257.6300000000001,,0.0,0,0.0
1988-02-19,0.03,261.61,0,261.6100000000001,,0.0,0,0.0
1988-02-26,0.11,262.46,0,262.46000000000015,,0.0,0,0.0
1988-03-04,0.16,267.3,0,267.30000000000024,,0.0,0,0.0
1988-03-11,0.26,264.94,0,264.9400000000002,,0.0,0,0.0
1988-03-18,0.31,271.12,0,271.1200000000002,,0.0,0,0.0
1988-03-25,0.28,258.51,0,258.5100000000001,,0.0,0,0.0
1988-04-01,0.15,258.89,0,258.8900000000001,,0.0,0,0.0
1988-04-08,0.14,269.43,0,269.4300000000002,,0.0,0,0.0
1988-04-15,-0.01,259.77,0,259.77000000000015,,0.0,0,0.0
1988-04-22,0.03,260.14,0,260.1400000000001,,0.0,0,0.0
1988-04-29,-0.08,261.33,0,261.33000000000004,,0.0,0,0.0
1988-05-06,0.18,257.48,0,257.4800000000001,,0.0,0,0.0
1988-05-13,-0.06,256.78,0,256.78,,0.0,0,0.0
1988-05-20,-0.02,253.02,0,253.01999999999998,,0.0,0,0.0
1988-05-27,0.08,253.42,0,253.41999999999993,,0.0,0,0.0
1988-06-03,0.14,266.45,0,266.44999999999993,,0.0,0,0.0
1988-06-10,0.05,271.26,0,271.25999999999993,,0.0,0,0.0
