capital,"100,000",,,,,,,,
,,,,,,,,,
date,Close,220 SMA,230 SMA,Signal ,Entry/Exit point,Position,Cash,,Buy&Hold
10/16/2015,184.8936,,,0,0,0,0,,526.7141517
10/19/2015,184.9846,,,0,0,0,0,,526.7141517
10/20/2015,184.7481,,,0,0,0,0,,526.7141517
10/21/2015,183.602,,,0,0,0,0,,526.7141517
10/22/2015,186.6583,,,0,0,0,0,,526.7141517
10/23/2015,188.7594,,,0,0,0,0,,526.7141517
10/26/2015,188.2773,,,0,0,0,0,,526.7141517
10/27/2015,187.8953,,,0,0,0,0,,526.7141517
10/28/2015,190.0511,,,0,0,0,0,,526.7141517
10/29/2015,190.0056,,,0,0,0,0,,526.7141517
10/30/2015,189.1324,,,0,0,0,0,,526.7141517
11/2/2015,191.37,,,0,0,0,0,,526.7141517
11/3/2015,191.9248,,,0,0,0,0,,526.7141517
11/4/2015,191.3609,,,0,0,0,0,,526.7141517
11/5/2015,191.1517,,,0,0,0,0,,526.7141517
11/6/2015,191.0516,,,0,0,0,0,,526.7141517
11/9/2015,189.2688,,,0,0,0,0,,526.7141517
11/10/2015,189.7054,,,0,0,0,0,,526.7141517
11/11/2015,188.9595,,,0,0,0,0,,526.7141517
11/12/2015,186.3217,,,0,0,0,0,,526.7141517
11/13/2015,184.2296,,,0,0,0,0,,526.7141517
11/16/2015,187.0312,,,0,0,0,0,,526.7141517
11/17/2015,186.8948,,,0,0,0,0,,526.7141517
11/18/2015,189.86,,,0,0,0,0,,526.7141517
11/19/2015,189.6963,,,0,0,0,0,,526.7141517
11/20/2015,190.3876,,,0,0,0,0,,526.7141517
11/23/2015,190.1693,,,0,0,0,0,,526.7141517
11/24/2015,190.424,,,0,0,0,0,,526.7141517
11/25/2015,190.3967,,,0,0,0,0,,526.7141517
11/27/2015,190.615,,,0,0,0,0,,526.7141517
11/30/2015,189.8237,,,0,0,0,0,,526.7141517
12/1/2015,191.6337,,,0,0,0,0,,526.7141517
12/2/2015,189.6781,,,0,0,0,0,,526.7141517
12/3/2015,187.0221,,,0,0,0,0,,526.7141517
12/4/2015,190.6696,,,0,0,0,0,,526.7141517
12/7/2015,189.5144,,,0,0,0,0,,526.7141517
12/8/2015,188.241,,,0,0,0,0,,526.7141517
12/9/2015,186.7765,,,0,0,0,0,,526.7141517
12/10/2015,187.2586,,,0,0,0,0,,526.7141517
12/11/2015,183.6293,,,0,0,0,0,,526.7141517
12/14/2015,184.5571,,,0,0,0,0,,526.7141517
12/15/2015,186.4945,,,0,0,0,0,,526.7141517
12/16/2015,189.2233,,,0,0,0,0,,526.7141517
12/17/2015,186.3399,,,0,0,0,0,,526.7141517
12/18/2015,183.0395,,,0,0,0,0,,526.7141517
12/21/2015,184.5494,,,0,0,0,0,,526.7141517
12/22/2015,186.224,,,0,0,0,0,,526.7141517
12/23/2015,188.5301,,,0,0,0,0,,526.7141517
12/24/2015,188.219,,,0,0,0,0,,526.7141517
12/28/2015,187.7889,,,0,0,0,0,,526.7141517
12/29/2015,189.793,,,0,0,0,0,,526.7141517
12/30/2015,188.4477,,,0,0,0,0,,526.7141517
12/31/2015,186.5626,,,0,0,0,0,,526.7141517
1/4/2016,183.9538,,,0,0,0,0,,526.7141517
1/5/2016,184.2657,,,0,0,0,0,,526.7141517
1/6/2016,181.9413,,,0,0,0,0,,526.7141517
1/7/2016,177.5763,,,0,0,0,0,,526.7141517
1/8/2016,175.6299,,,0,0,0,0,,526.7141517
1/11/2016,175.801,,,0,0,0,0,,526.7141517
1/12/2016,177.2201,,,0,0,0,0,,526.7141517
1/13/2016,172.7994,,,0,0,0,0,,526.7141517
1/14/2016,175.6363,,,0,0,0,0,,526.7141517
1/15/2016,171.866,,,0,0,0,0,,526.7141517
1/19/2016,172.0948,,,0,0,0,0,,526.7141517
1/20/2016,169.8894,,,0,0,0,0,,526.7141517
1/21/2016,170.8411,,,0,0,0,0,,526.7141517
1/22/2016,174.346,,,0,0,0,0,,526.7141517
1/25/2016,171.7105,,,0,0,0,0,,526.7141517
1/26/2016,174.0531,,,0,0,0,0,,526.7141517
1/27/2016,172.1589,,,0,0,0,0,,526.7141517
1/28/2016,173.0557,,,0,0,0,0,,526.7141517
1/29/2016,177.275,,,0,0,0,0,,526.7141517
2/1/2016,177.2103,,,0,0,0,0,,526.7141517
2/2/2016,174.0165,,,0,0,0,0,,526.7141517
2/3/2016,175.0598,,,0,0,0,0,,526.7141517
2/4/2016,175.3343,,,0,0,0,0,,526.7141517
2/5/2016,171.9941,,,0,0,0,0,,526.7141517
2/8/2016,169.6789,,,0,0,0,0,,526.7141517
2/9/2016,169.6881,,,0,0,0,0,,526.7141517
2/10/2016,169.5417,,,0,0,0,0,,526.7141517
2/11/2016,167.3363,,,0,0,0,0,,526.7141517
2/12/2016,170.7862,,,0,0,0,0,,526.7141517
2/16/2016,173.6688,,,0,0,0,0,,526.7141517
2/17/2016,176.5056,,,0,0,0,0,,526.7141517
2/18/2016,175.7827,,,0,0,0,0,,526.7141517
2/19/2016,175.7003,,,0,0,0,0,,526.7141517
2/22/2016,178.2443,,,0,0,0,0,,526.7141517
2/23/2016,175.9932,,,0,0,0,0,,526.7141517
2/24/2016,176.7985,,,0,0,0,0,,526.7141517
2/25/2016,178.9398,,,0,0,0,0,,526.7141517
2/26/2016,178.5273,,,0,0,0,0,,526.7141517
2/29/2016,177.1279,,,0,0,0,0,,526.7141517
3/1/2016,181.2916,,,0,0,0,0,,526.7141517
3/2/2016,182.1061,,,0,0,0,0,,526.7141517
3/3/2016,182.8153,,,0,0,0,0,,526.7141517
3/4/2016,183.4147,,,0,0,0,0,,526.7141517
3/7/2016,183.5611,,,0,0,0,0,,526.7141517
3/8/2016,181.557,,,0,0,0,0,,526.7141517
3/9/2016,182.4538,,,0,0,0,0,,526.7141517
3/10/2016,182.6002,,,0,0,0,0,,526.7141517
3/11/2016,185.5469,,,0,0,0,0,,526.7141517
3/14/2016,185.3089,,,0,0,0,0,,526.7141517
3/15/2016,185.007,,,0,0,0,0,,526.7141517
3/16/2016,186.0776,,,0,0,0,0,,526.7141517
3/17/2016,187.2581,,,0,0,0,0,,526.7141517
3/18/2016,187.9898,,,0,0,0,0,,526.7141517
3/21/2016,188.2566,,,0,0,0,0,,526.7141517
3/22/2016,188.1554,,,0,0,0,0,,526.7141517
3/23/2016,186.9129,,,0,0,0,0,,526.7141517
3/24/2016,186.8309,,,0,0,0,0,,526.7141517
3/28/2016,186.9413,,,0,0,0,0,,526.7141517
3/29/2016,188.6712,,,0,0,0,0,,526.7141517
3/30/2016,189.4983,,,0,0,0,0,,526.7141517
3/31/2016,189.0384,,,0,0,0,0,,526.7141517
4/1/2016,190.3261,,,0,0,0,0,,526.7141517
4/4/2016,189.7099,,,0,0,0,0,,526.7141517
4/5/2016,187.8143,,,0,0,0,0,,526.7141517
4/6/2016,189.8662,,,0,0,0,0,,526.7141517
4/7/2016,187.5943,,,0,0,0,0,,526.7141517
4/8/2016,188.0995,,,0,0,0,0,,526.7141517
4/11/2016,187.6588,,,0,0,0,0,,526.7141517
4/12/2016,189.4063,,,0,0,0,0,,526.7141517
4/13/2016,191.3203,,,0,0,0,0,,526.7141517
4/14/2016,191.3287,,,0,0,0,0,,526.7141517
4/15/2016,191.1172,,,0,0,0,0,,526.7141517
4/18/2016,192.4594,,,0,0,0,0,,526.7141517
4/19/2016,193.0672,,,0,0,0,0,,526.7141517
