date,Close,SMA2,SMA13,Signal,Buy/Sell
2000-08-30,102.7509,103.24744999999994,102.77885384615385,1.0,0.0
2000-08-31,104.1178,103.43434999999995,102.93985384615385,1.0,0.0
2000-09-01,104.2246,104.17119999999994,103.11564615384616,1.0,0.0
2000-09-05,103.3916,103.80809999999994,103.25528461538462,1.0,0.0
2000-09-06,102.217,102.80429999999993,103.22242307692309,0.0,-1.0
2000-09-07,103.0926,102.65479999999994,103.2832076923077,0.0,0.0
2000-09-08,102.3879,102.74024999999995,103.24706923076923,0.0,0.0
2000-09-11,102.2383,102.31309999999993,103.21256153846154,0.0,0.0
2000-09-12,101.4909,101.86459999999994,103.08935384615386,0.0,0.0
2000-09-13,101.7578,101.62434999999994,102.96203076923078,0.0,0.0
2000-09-14,102.2704,102.01409999999993,102.87742307692308,0.0,0.0
2000-09-15,100.0388,101.15459999999992,102.59404615384616,0.0,0.0
2000-09-18,99.118,99.57839999999993,102.2382,0.0,0.0
2000-09-19,100.0173,99.56764999999993,102.02792307692309,0.0,0.0
2000-09-20,99.2786,99.64794999999992,101.65567692307694,0.0,0.0
2000-09-21,97.769,98.52379999999992,101.15909230769232,0.0,0.0
2000-09-22,99.5462,98.65759999999995,100.86329230769232,0.0,0.0
2000-09-25,98.8397,99.19294999999994,100.60350000000001,0.0,0.0
2000-09-26,97.5763,98.20799999999994,100.17916923076925,0.0,0.0
2000-09-27,98.0902,97.83324999999994,99.84857692307695,0.0,0.0
2000-09-28,99.3536,98.72189999999992,99.62667692307694,0.0,0.0
2000-09-29,98.4114,98.88249999999994,99.38979230769232,0.0,0.0
2000-10-02,98.5613,98.48634999999994,99.1439076923077,0.0,0.0
2000-10-03,97.6406,98.10094999999993,98.78776923076923,0.0,0.0
2000-10-04,98.4542,98.04739999999993,98.66587692307691,0.0,0.0
2000-10-05,98.7968,98.62549999999993,98.64116923076924,0.0,0.0
2000-10-06,96.6556,97.72619999999992,98.38257692307693,0.0,0.0
2000-10-09,95.9276,96.2915999999999,98.12480769230768,0.0,0.0
2000-10-10,94.3431,95.1353499999999,97.86127692307693,0.0,0.0
2000-10-11,93.5508,93.9469499999999,97.4000923076923,0.0,0.0
2000-10-12,91.2168,92.38379999999992,96.81371538461538,0.0,0.0
2000-10-13,94.2574,92.73709999999994,96.55841538461537,0.0,0.0
2000-10-16,94.6857,94.47154999999994,96.29653076923076,0.0,0.0
2000-10-17,92.3303,93.50799999999992,95.75627692307692,0.0,0.0
2000-10-18,91.9877,92.15899999999993,95.26214615384615,0.0,0.0
2000-10-19,95.4565,93.72209999999994,95.02331538461537,0.0,0.0
2000-10-20,95.8633,95.65989999999994,94.88659999999999,1.0,1.0
2000-10-23,96.2916,96.07744999999994,94.72024615384615,1.0,0.0
2000-10-24,95.6492,95.97039999999996,94.47812307692308,1.0,0.0
2000-10-25,93.4009,94.52504999999994,94.22776153846154,1.0,0.0
2000-10-26,93.6579,93.52939999999992,94.05316923076923,0.0,-1.0
2000-10-27,95.4351,94.54649999999992,94.13716923076922,1.0,1.0
2000-10-30,96.2916,95.86334999999994,94.34799999999998,1.0,0.0
2000-10-31,97.951,97.12129999999992,94.86601538461538,1.0,0.0
2000-11-01,97.6191,97.7850499999999,95.1246076923077,1.0,0.0
2000-11-02,97.7797,97.6993999999999,95.3626076923077,1.0,0.0
2000-11-03,97.8333,97.80649999999989,95.7859153846154,1.0,0.0
2000-11-06,98.5184,98.17584999999988,96.28827692307694,1.0,0.0
2000-11-07,98.4971,98.50774999999987,96.52216923076925,1.0,0.0
2000-11-08,96.313,97.40504999999987,96.55676153846156,1.0,0.0
2000-11-09,95.949,96.13099999999989,96.53040769230772,0.0,-1.0
2000-11-10,93.615,94.7819999999999,96.3739307692308,0.0,0.0
2000-11-13,92.887,93.25099999999989,96.33440000000002,0.0,0.0
2000-11-14,95.328,94.1074999999999,96.46286923076924,0.0,0.0
2000-11-15,95.6278,95.47789999999989,96.47769230769232,0.0,0.0
2000-11-16,94.1289,94.87834999999988,96.31133076923078,0.0,0.0
2000-11-17,93.6257,93.87729999999988,95.9786153846154,0.0,0.0
2000-11-20,92.2875,92.9565999999999,95.56849230769232,0.0,0.0
2000-11-21,92.7585,92.52299999999988,95.18224615384617,0.0,0.0
2000-11-22,90.5423,91.65039999999989,94.62140000000001,0.0,0.0
2000-11-24,92.3945,91.46839999999987,94.15033076923079,0.0,0.0
2000-11-27,93.2082,92.80134999999987,93.74349230769234,0.0,0.0
2000-11-28,91.6023,92.40524999999988,93.3811307692308,0.0,0.0
2000-11-29,91.431,91.51664999999987,93.03359230769232,0.0,0.0
2000-11-30,90.6387,91.03484999999986,92.80464615384616,0.0,0.0
2000-12-01,90.5959,90.61729999999986,92.62840769230772,0.0,0.0
2000-12-04,91.3667,90.98129999999985,92.32369230769233,0.0,0.0
2000-12-05,94.3644,92.86554999999986,92.2265076923077,1.0,1.0
2000-12-06,92.8549,93.60964999999987,92.12850769230772,1.0,0.0
2000-12-07,91.5808,92.21784999999988,91.97120769230771,1.0,0.0
2000-12-08,91.795,91.6878999999999,91.93332307692312,0.0,-1.0
2000-12-11,94.9854,93.39019999999991,92.10462307692312,1.0,1.0
2000-12-12,94.5786,94.7819999999999,92.41510769230773,1.0,0.0
2000-12-13,93.2831,93.9308499999999,92.4834615384616,1.0,0.0
2000-12-14,92.0947,92.6888999999999,92.39780769230775,1.0,0.0
2000-12-15,90.0212,91.05794999999989,92.27618461538466,0.0,-1.0
2000-12-18,91.2241,90.62264999999991,92.26026923076928,0.0,0.0
2000-12-19,89.3661,90.29509999999992,92.16237692307696,0.0,0.0
2000-12-20,86.7778,88.0719499999999,91.86867692307698,0.0,0.0
2000-12-21,87.3792,87.07849999999988,91.56194615384621,0.0,0.0
2000-12-22,89.9998,88.68949999999987,91.22620769230775,0.0,0.0
2000-12-26,90.9663,90.48304999999986,91.08093076923083,0.0,0.0
2000-12-27,91.6322,91.29924999999986,91.08488461538468,1.0,1.0
2000-12-28,91.9114,91.77179999999987,91.09383846153852,1.0,0.0
2000-12-29,90.1716,91.04149999999987,90.7235461538462,1.0,0.0
2001-01-02,88.5305,89.35104999999987,90.25830769230774,0.0,-1.0
2001-01-03,92.7921,90.66129999999987,90.22053846153851,1.0,1.0
2001-01-04,91.7611,92.27659999999986,90.19487692307696,1.0,0.0
2001-01-05,88.8055,90.28329999999985,90.10136153846157,1.0,0.0
2001-01-08,89.4928,89.14914999999985,89.96818461538466,0.0,-1.0
2001-01-09,89.2179,89.35534999999985,89.95678461538468,0.0,0.0
2001-01-10,90.7988,90.00834999999984,90.26609230769236,0.0,0.0
2001-01-11,90.9363,90.86754999999985,90.53971538461543,1.0,1.0
2001-01-12,90.7301,90.83319999999985,90.59589230769235,1.0,0.0
2001-01-16,91.2799,91.00499999999985,90.62001538461543,1.0,0.0
2001-01-17,91.7611,91.52049999999986,90.62993076923081,1.0,0.0
2001-01-18,92.6546,92.20784999999987,90.68710000000004,1.0,0.0
2001-01-19,92.1155,92.38504999999986,90.83663076923084,1.0,0.0
2001-01-22,92.7234,92.41944999999984,91.1591615384616,1.0,0.0
2001-01-23,93.4795,93.10144999999983,91.21203846153853,1.0,0.0
2001-01-24,93.7544,93.61694999999985,91.3653692307693,1.0,0.0
2001-01-25,93.4795,93.61694999999985,91.72490769230777,1.0,0.0
2001-01-26,93.4107,93.44509999999984,92.02628461538468,1.0,0.0
2001-01-29,93.8919,93.65129999999984,92.38582307692315,1.0,0.0
2001-01-30,94.7167,94.30429999999984,92.68720000000006,1.0,0.0
2001-01-31,94.1668,94.44174999999981,92.93570000000005,1.0,0.0
2001-02-01,94.7854,94.4760999999998,93.2476461538462,1.0,0.0
2001-02-02,92.6546,93.71999999999981,93.35339230769236,1.0,0.0
2001-02-05,93.342,92.99829999999983,93.47500000000007,0.0,-1.0
2001-02-06,93.0671,93.20454999999981,93.50673076923083,0.0,0.0
2001-02-07,92.5859,92.82649999999981,93.54291538461544,0.0,0.0
2001-02-08,91.4861,92.03599999999983,93.44773846153852,0.0,0.0
2001-02-09,90.5926,91.03934999999984,93.22566923076928,0.0,0.0
2001-02-12,91.6924,91.14249999999986,93.0670538461539,0.0,0.0
2001-02-13,90.9363,91.31434999999985,92.87142307692314,0.0,0.0
2001-02-14,90.7988,90.86754999999982,92.67050769230777,0.0,0.0
2001-02-15,91.6236,91.21119999999982,92.49602307692314,0.0,0.0
2001-02-16,89.6303,90.62694999999981,92.1047615384616,0.0,0.0
2001-02-20,88.2556,88.9429499999998,91.65005384615391,0.0,0.0
2001-02-21,86.331,87.2932999999998,90.99971538461544,0.0,0.0
2001-02-22,86.4685,86.39974999999978,90.52386153846159,0.0,0.0
2001-02-23,85.9186,86.19354999999979,89.9528307692308,0.0,0.0
2001-02-26,87.7057,86.81214999999978,89.54041538461541,0.0,0.0
2001-02-27,86.8809,87.29329999999977,89.10156923076927,0.0,0.0
2001-02-28,85.2313,86.05609999999979,88.6204307692308,0.0,0.0
2001-03-01,85.6437,85.43749999999977,88.2397461538462,0.0,0.0
2001-03-02,84.9563,85.29999999999977,87.72158461538467,0.0,0.0
2001-03-05,85.7124,85.33434999999979,87.31974615384621,0.0,0.0
2001-03-06,86.6747,86.19354999999979,87.00250769230774,0.0,0.0
2001-03-07,87.2933,86.98399999999978,86.66940769230776,1.0,1.0
2001-03-08,87.3621,87.32769999999978,86.49493076923083,1.0,0.0
2001-03-09,84.8189,86.09049999999979,86.2305692307693,0.0,-1.0
2001-03-12,81.1759,82.9973999999998,85.83402307692315,0.0,0.0
2001-03-13,82.4819,81.8288999999998,85.52736153846162,0.0,0.0
2001-03-14,80.901,81.6914499999998,85.14139230769239,0.0,0.0
2001-03-15,80.901,80.90099999999981,84.61795384615394,0.0,0.0
2001-03-16,79.262,80.0814999999998,84.03188461538471,0.0,0.0
2001-03-19,80.9162,80.0890999999998,83.69995384615396,0.0,0.0
2001-03-20,78.7106,79.8133999999998,83.16663846153855,0.0,0.0
2001-03-21,77.4011,78.0558499999998,82.58546923076932,0.0,0.0
2001-03-22,76.574,76.9875499999998,81.88251538461547,0.0,0.0
2001-03-23,78.9174,77.7456999999998,81.2858000000001,0.0,0.0
2001-03-26,79.8823,79.39984999999979,80.71572307692317,0.0,0.0
2001-03-27,81.5365,80.70939999999979,80.26760000000007,1.0,1.0
2001-03-28,79.262,80.3992499999998,79.84014615384623,1.0,0.0
2001-03-29,79.6066,79.43429999999981,79.71943076923085,0.0,-1.0
2001-03-30,80.4337,80.0201499999998,79.56187692307701,1.0,1.0
2001-04-02,78.7106,79.5721499999998,79.3933846153847,1.0,0.0
2001-04-03,76.0915,77.4010499999998,79.02342307692317,0.0,-1.0
2001-04-04,76.4361,76.2637999999998,78.80604615384624,0.0,0.0
2001-04-05,79.3309,77.8834999999998,78.68410000000007,0.0,0.0
2001-04-06,78.0903,78.7105999999998,78.63638461538469,1.0,1.0
2001-04-09,78.9863,78.5382999999998,78.75832307692313,0.0,-1.0
2001-04-10,80.4337,79.70999999999978,79.05522307692314,1.0,1.0
2001-04-11,80.4337,80.43369999999977,79.1718615384616,1.0,0.0
2001-04-12,81.95,81.19184999999979,79.33091538461545,1.0,0.0
2001-04-16,81.054,81.50199999999978,79.29380000000008,1.0,0.0
2001-04-17,82.2257,81.6398499999998,79.521776923077,1.0,0.0
2001-04-18,85.4651,83.8453999999998,79.97243076923084,1.0,0.0
2001-04-19,86.6368,86.0509499999998,80.44959230769237,1.0,0.0
2001-04-20,85.8097,86.22324999999981,80.995676923077,1.0,0.0
2001-04-23,84.2245,85.0170999999998,81.62129230769239,1.0,0.0
2001-04-24,83.8109,84.01769999999979,82.1885846153847,1.0,0.0
2001-04-25,84.9137,84.36229999999979,82.61803076923086,1.0,0.0
2001-04-26,85.2583,85.08599999999979,83.16941538461546,1.0,0.0
2001-04-27,86.7057,85.98199999999977,83.76321538461546,1.0,0.0
2001-04-30,86.0854,86.39554999999976,84.19796153846161,1.0,0.0
2001-05-01,87.6017,86.84354999999977,84.74934615384622,1.0,0.0
2001-05-02,87.395,87.49834999999976,85.16819230769237,1.0,0.0
2001-05-03,86.2922,86.84359999999975,85.57113076923082,1.0,0.0
2001-05-04,87.7396,87.01589999999976,85.99527692307699,1.0,0.0
2001-05-07,86.9814,87.36049999999977,86.11191538461543,1.0,0.0
2001-05-08,86.9814,86.98139999999978,86.13842307692312,1.0,0.0
2001-05-09,86.6368,86.80909999999977,86.2020461538462,1.0,0.0
2001-05-10,86.8436,86.74019999999976,86.40351538461542,1.0,0.0
2001-05-11,86.2922,86.56789999999975,86.59438461538466,0.0,-1.0
2001-05-14,86.43,86.36109999999977,86.71102307692311,0.0,0.0
2001-05-15,86.8436,86.63679999999977,86.83296923076927,0.0,0.0
2001-05-16,88.9113,87.87744999999975,87.0026307692308,1.0,1.0
2001-05-17,89.0491,88.98019999999977,87.23060769230773,1.0,0.0
2001-05-18,89.3937,89.22139999999979,87.3684538461539,1.0,0.0
2001-05-21,90.7722,90.08294999999978,87.6282384615385,1.0,0.0
2001-05-22,90.6344,90.70329999999977,87.96225384615387,1.0,0.0
2001-05-23,89.1181,89.87624999999977,88.06829230769235,1.0,0.0
2001-05-24,89.3248,89.22144999999976,88.2485538461539,1.0,0.0
2001-05-25,88.291,88.80789999999975,88.34929230769237,1.0,0.0
2001-05-29,87.6017,87.94634999999977,88.42351538461543,0.0,-1.0
2001-05-30,86.3611,86.98139999999975,88.38640000000007,0.0,0.0
2001-05-31,86.8436,86.60234999999975,88.42881538461543,0.0,0.0
2001-06-01,87.326,87.08479999999973,88.4977384615385,0.0,0.0
2001-06-04,87.7396,87.53279999999975,88.56666153846157,0.0,0.0
2001-06-05,88.7734,88.25649999999975,88.55605384615389,0.0,0.0
2001-06-06,88.0153,88.39434999999975,88.47653076923082,0.0,0.0
2001-06-07,88.3599,88.18759999999975,88.39700769230772,0.0,0.0
2001-06-08,87.5328,87.94634999999975,88.1478230769231,0.0,0.0
2001-06-11,86.9125,87.22264999999976,87.8615230769231,0.0,0.0
2001-06-12,86.7747,86.84359999999975,87.68126153846157,0.0,0.0
2001-06-13,86.0165,86.39559999999976,87.42677692307694,0.0,0.0
2001-06-14,84.0866,85.05154999999976,87.10336153846157,0.0,0.0
2001-06-15,84.2565,84.17154999999977,86.84603846153848,0.0,0.0
2001-06-18,83.8418,84.04914999999977,86.65224615384616,0.0,0.0
2001-06-19,84.1874,84.01459999999977,86.4479230769231,0.0,0.0
2001-06-20,84.6021,84.39474999999977,86.23839230769234,0.0,0.0
2001-06-21,85.5698,85.08594999999978,86.07148461538463,0.0,0.0
2001-06-22,84.9477,85.2587499999998,85.77720000000001,0.0,0.0
2001-06-25,84.1183,84.53299999999979,85.47743076923078,0.0,0.0
2001-06-26,84.0491,84.0836999999998,85.14583076923078,0.0,0.0
2001-06-27,83.98,84.0145499999998,84.87253846153848,0.0,0.0
2001-06-28,84.4639,84.2219499999998,84.68418461538464,0.0,0.0
2001-06-29,84.7403,84.60209999999978,84.52769230769233,1.0,1.0
2001-07-02,85.7771,85.25869999999979,84.50927692307695,1.0,0.0
2001-07-03,85.7771,85.77709999999979,84.63931538461541,1.0,0.0
2001-07-05,84.1183,84.9476999999998,84.62868461538466,1.0,0.0
2001-07-06,82.3212,83.2197499999998,84.51171538461543,0.0,-1.0
2001-07-09,82.7359,82.52854999999981,84.40006153846159,0.0,0.0
2001-07-10,81.7682,82.25204999999981,84.18206923076926,0.0,0.0
2001-07-11,81.8373,81.8027499999998,83.89495384615387,0.0,0.0
2001-07-12,83.7727,82.80499999999981,83.80456923076926,0.0,0.0
2001-07-13,84.4639,84.1182999999998,83.83115384615387,1.0,1.0
2001-07-16,83.4271,83.94549999999981,83.78330769230772,1.0,0.0
2001-07-17,84.1874,83.80724999999981,83.79926153846155,1.0,0.0
2001-07-18,83.6344,83.91089999999981,83.73545384615386,1.0,0.0
2001-07-19,84.3947,84.01454999999982,83.70886923076925,1.0,0.0
2001-07-20,83.8418,84.11824999999982,83.56000000000002,1.0,0.0
2001-07-23,82.252,83.04689999999982,83.28883846153848,0.0,-1.0
2001-07-24,81.4226,81.83729999999981,83.08147692307693,0.0,0.0
2001-07-25,82.3212,81.87189999999981,83.08147692307693,0.0,0.0
2001-07-26,83.2197,82.77044999999981,83.11869230769233,0.0,0.0
2001-07-27,83.4962,83.3579499999998,83.25161538461542,1.0,1.0
2001-07-30,83.5653,83.53074999999981,83.3845384615385,1.0,0.0
2001-07-31,83.9109,83.7380999999998,83.39516923076927,1.0,0.0
2001-08-01,84.3947,84.15279999999981,83.38984615384621,1.0,0.0
2001-08-02,84.7403,84.56749999999981,83.49086153846159,1.0,0.0
2001-08-03,84.2565,84.4983999999998,83.49617692307697,1.0,0.0
2001-08-06,83.1506,83.70354999999981,83.4589615384616,1.0,0.0
2001-08-07,83.4962,83.3233999999998,83.38984615384621,0.0,-1.0
2001-08-08,81.9064,82.7012999999998,83.2409692307693,0.0,0.0
2001-08-09,82.1829,82.04464999999982,83.23565384615391,0.0,0.0
2001-08-10,82.4594,82.32114999999982,83.31540769230774,0.0,0.0
2001-08-13,82.4594,82.45939999999982,83.3260384615385,0.0,0.0
2001-08-14,82.4594,82.45939999999982,83.26755384615389,0.0,0.0
2001-08-15,81.6991,82.0792499999998,83.12931538461542,0.0,0.0
2001-08-16,82.0447,81.87189999999981,83.01234615384618,0.0,0.0
2001-08-17,80.7314,81.38804999999982,82.76776923076925,0.0,0.0
2001-08-20,81.4433,81.08734999999982,82.54073846153847,0.0,0.0
2001-08-21,80.0402,80.74174999999983,82.17919230769232,0.0,0.0
2001-08-22,80.8696,80.45489999999982,81.91866153846155,0.0,0.0
2001-08-23,80.5932,80.73139999999982,81.72193846153847,0.0,0.0
2001-08-24,82.252,81.42259999999982,81.62623076923077,0.0,0.0
2001-08-27,81.7682,82.01009999999981,81.6156,1.0,1.0
2001-08-28,80.5932,81.1806999999998,81.49331538461539,0.0,-1.0
2001-08-29,79.8329,80.21304999999981,81.29127692307694,0.0,0.0
2001-08-30,78.3122,79.07254999999982,80.97226153846155,0.0,0.0
2001-08-31,78.9343,78.62324999999981,80.70110000000001,0.0,0.0
2001-09-04,78.3813,78.65779999999981,80.44588461538463,0.0,0.0
2001-09-05,78.5887,78.48499999999981,80.18003846153849,0.0,0.0
2001-09-06,76.5842,77.58644999999981,79.8610230769231,0.0,0.0
2001-09-07,75.1327,75.8584499999998,79.37559230769236,0.0,0.0
2001-09-10,76.1004,75.61654999999979,79.07253076923082,0.0,0.0
2001-09-17,72.0915,74.09594999999979,78.39729230769237,0.0,0.0
2001-09-18,71.9532,72.02234999999979,77.73267692307697,0.0,0.0
2001-09-19,70.5017,71.22744999999979,76.82880769230775,0.0,0.0
2001-09-20,68.2277,69.3646999999998,75.78723076923082,0.0,0.0
2001-09-21,67.4944,67.86104999999979,74.77963076923082,0.0,0.0
2001-09-24,69.8672,68.68079999999979,74.0130384615385,0.0,0.0
2001-09-25,70.5957,70.2314499999998,73.41946153846158,0.0,0.0
2001-09-26,70.3529,70.4742999999998,72.75935384615389,0.0,0.0
2001-09-27,70.9773,70.66509999999981,72.18981538461543,0.0,0.0
2001-09-28,72.4343,71.7057999999998,71.71640000000004,0.0,0.0
2001-10-01,72.3649,72.3995999999998,71.3918384615385,1.0,1.0
2001-10-02,73.2669,72.8158999999998,71.24831538461542,1.0,0.0
2001-10-03,74.5158,73.8913499999998,71.12642307692312,1.0,0.0
2001-10-04,74.5158,74.51579999999979,71.31290769230773,1.0,0.0
2001-10-05,74.377,74.44639999999978,71.49935384615388,1.0,0.0
2001-10-08,73.8913,74.13414999999978,71.76009230769233,1.0,0.0
2001-10-09,73.5444,73.71784999999977,72.16906923076925,1.0,0.0
2001-10-10,75.1402,74.34229999999977,72.75720769230772,1.0,0.0
2001-10-11,76.3197,75.72994999999977,73.25355384615388,1.0,0.0
2001-10-12,75.9728,76.14624999999978,73.66717692307694,1.0,0.0
2001-10-15,75.834,75.90339999999978,74.08880000000002,1.0,0.0
2001-10-16,76.3197,76.07684999999978,74.49975384615385,1.0,0.0
2001-10-17,74.7239,75.52179999999979,74.67587692307693,1.0,0.0
2001-10-18,74.5158,74.61984999999979,74.84133076923078,0.0,-1.0
2001-10-19,74.5158,74.51579999999979,74.9374,0.0,0.0
2001-10-22,75.9728,75.24429999999978,75.04947692307692,1.0,1.0
2001-10-23,75.5565,75.76464999999979,75.12953076923078,1.0,0.0
2001-10-24,75.3484,75.45244999999979,75.20425384615386,1.0,0.0
2001-10-25,76.736,76.0421999999998,75.42307692307693,1.0,0.0
2001-10-26,76.5278,76.63189999999979,75.65256923076926,1.0,0.0
2001-10-29,74.5852,75.5564999999998,75.60987692307694,0.0,-1.0
2001-10-30,73.6832,74.1341999999998,75.40706923076924,0.0,0.0
2001-10-31,73.4057,73.54444999999978,75.20960000000001,0.0,0.0
2001-11-01,75.279,74.34234999999978,75.1669076923077,0.0,0.0
2001-11-02,75.834,75.55649999999979,75.12954615384616,1.0,1.0
2001-11-05,76.8054,76.31969999999978,75.28966153846156,1.0,0.0
2001-11-06,77.9848,77.39509999999979,75.5565076923077,1.0,0.0
2001-11-07,77.9155,77.95014999999978,75.81802307692308,1.0,0.0
2001-11-08,78.1236,78.01954999999978,75.98346923076923,1.0,0.0
2001-11-09,78.193,78.15829999999977,76.18627692307692,1.0,0.0
2001-11-12,77.7073,77.95014999999978,76.36773076923076,1.0,0.0
2001-11-13,79.5112,78.60924999999978,76.58120769230769,1.0,0.0
2001-11-14,79.5806,79.54589999999978,76.81603846153847,1.0,0.0
2001-11-15,79.7194,79.64999999999976,77.21097692307694,1.0,0.0
2001-11-16,79.3725,79.54594999999976,77.6486153846154,1.0,0.0
2001-11-19,80.3438,79.85814999999977,78.1823153846154,1.0,0.0
2001-11-20,79.65,79.99689999999977,78.51854615384619,1.0,0.0
2001-11-21,79.095,79.37249999999977,78.76939230769234,1.0,0.0
2001-11-23,80.2744,79.68469999999978,79.03623846153849,1.0,0.0
2001-11-26,80.4132,80.34379999999977,79.2230384615385,1.0,0.0
2001-11-27,80.0663,80.23974999999976,79.38848461538464,1.0,0.0
2001-11-28,78.6093,79.33779999999976,79.4258461538462,0.0,-1.0
2001-11-29,79.7194,79.16434999999976,79.54326153846158,0.0,0.0
2001-11-30,79.1643,79.44184999999976,79.65533846153849,0.0,0.0
2001-12-03,78.6787,78.92149999999975,79.59130000000003,0.0,0.0
2001-12-04,79.9969,79.33779999999975,79.62332307692311,0.0,0.0
2001-12-05,81.4539,80.72539999999975,79.7567461538462,1.0,1.0
2001-12-06,81.3845,81.41919999999976,79.91151538461544,1.0,0.0
2001-12-07,80.8989,81.14169999999976,79.95421538461542,1.0,0.0
2001-12-10,79.3725,80.13569999999976,79.93286923076926,1.0,0.0
2001-12-11,79.2337,79.30309999999976,79.94353846153848,0.0,-1.0
2001-12-12,79.3031,79.26839999999976,79.8688230769231,0.0,0.0
2001-12-13,77.7767,78.53989999999976,79.6660153846154,0.0,0.0
2001-12-14,78.4705,78.12359999999977,79.54326153846156,0.0,0.0
2001-12-17,79.3031,78.88679999999977,79.59663076923079,0.0,0.0
2001-12-18,79.7888,79.54594999999975,79.60196923076926,0.0,0.0
2001-12-19,80.3438,80.06629999999974,79.69270000000004,1.0,1.0
2001-12-20,79.5806,79.96219999999974,79.76207692307698,1.0,0.0
2001-12-21,80.0613,79.82094999999975,79.76703076923081,1.0,0.0
2001-12-24,79.8524,79.95684999999975,79.64383846153851,1.0,0.0
2001-12-26,80.3398,80.09609999999975,79.56347692307698,1.0,0.0
2001-12-27,80.8271,80.58344999999974,79.55795384615391,1.0,0.0
2001-12-28,80.7575,80.79229999999974,79.66449230769237,1.0,0.0
2001-12-31,79.5739,80.16569999999975,79.6906615384616,1.0,0.0
2002-01-02,80.4094,79.99164999999975,79.7757615384616,1.0,0.0
2002-01-03,81.3144,80.86189999999976,80.04789230769235,1.0,0.0
2002-01-04,81.8714,81.59289999999976,80.30950000000006,1.0,0.0
2002-01-07,81.3144,81.59289999999976,80.46421538461543,1.0,0.0
2002-01-08,81.1056,81.20999999999975,80.56550769230775,1.0,0.0
2002-01-09,80.479,80.79229999999974,80.57590769230774,1.0,0.0
2002-01-10,80.8271,80.65304999999975,80.67179230769236,0.0,-1.0
2002-01-11,79.9917,80.40939999999975,80.6664384615385,0.0,0.0
2002-01-14,79.5043,79.74799999999975,80.63966153846158,0.0,0.0
2002-01-15,80.2005,79.85239999999976,80.6289461538462,0.0,0.0
2002-01-16,78.5297,79.36509999999976,80.45222307692312,0.0,0.0
2002-01-17,79.1562,78.84294999999976,80.32904615384619,0.0,0.0
2002-01-18,78.7733,78.96474999999975,80.26746153846157,0.0,0.0
2002-01-22,78.2512,78.51224999999974,80.10144615384618,0.0,0.0
2002-01-23,78.8081,78.52964999999973,79.90865384615388,0.0,0.0
2002-01-24,79.0866,78.94734999999974,79.69443846153851,0.0,0.0
2002-01-25,79.0866,79.08659999999975,79.52306923076928,0.0,0.0
2002-01-28,79.2955,79.19104999999975,79.38383076923081,0.0,0.0
