Date,Bullish,Neutral,Bearish,Bull 8 wk mov avg,Bull 16 wk mov avg,Bear 8 wk mov avg,Bear 16 wk mov avg,Neutral 8 wk mov avg,Neutral 16 wk mov avg,Bull-Bear Spread,Close,Close in 4 wks,Close in 8 wks
7-23-93,0.24,0.43,0.33,0.24,0.40,0.36,0.36,0.41,0.40,-0.09,447.10,456.16,458.83
7-30-93,0.25,0.45,0.30,0.23,0.40,0.36,0.36,0.41,0.40,-0.05,448.13,460.54,457.63
8-6-93,0.26,0.42,0.32,0.23,0.40,0.35,0.36,0.42,0.40,-0.06,448.68,461.34,461.29
8-13-93,0.25,0.41,0.34,0.24,0.40,0.34,0.36,0.43,0.40,-0.09,450.14,461.72,460.31
8-20-93,0.29,0.41,0.30,0.24,0.41,0.33,0.36,0.43,0.41,-0.01,456.16,458.83,469.50
8-27-93,0.27,0.35,0.38,0.25,0.40,0.33,0.36,0.42,0.40,-0.11,460.54,457.63,463.27
9-3-93,0.38,0.33,0.29,0.27,0.40,0.33,0.35,0.41,0.40,0.09,461.34,461.29,467.83
9-10-93,0.30,0.30,0.40,0.28,0.39,0.33,0.35,0.39,0.39,-0.10,461.72,460.31,459.57
9-17-93,0.32,0.34,0.34,0.29,0.39,0.33,0.35,0.38,0.39,-0.02,458.83,469.50,465.39
9-24-93,0.28,0.40,0.32,0.29,0.39,0.34,0.35,0.37,0.39,-0.04,457.63,463.27,462.60
10-1-93,0.26,0.34,0.40,0.29,0.39,0.35,0.35,0.36,0.39,-0.14,461.29,467.83,462.36
10-8-93,0.29,0.37,0.34,0.30,0.39,0.35,0.34,0.36,0.39,-0.05,460.31,459.57,464.89
10-15-93,0.31,0.38,0.31,0.30,0.39,0.35,0.34,0.35,0.39,0.00,469.50,465.39,463.93
10-22-93,0.42,0.30,0.28,0.32,0.38,0.34,0.33,0.35,0.38,0.14,463.27,462.60,466.38
10-29-93,0.43,0.33,0.24,0.33,0.38,0.33,0.33,0.35,0.38,0.19,467.83,462.36,467.38
11-4-93,0.32,0.36,0.32,0.33,0.37,0.32,0.33,0.35,0.37,0.00,459.57,464.89,466.45
11-11-93,0.35,0.30,0.35,0.33,0.36,0.32,0.33,0.35,0.36,0.00,465.39,463.93,469.90
11-18-93,0.34,0.31,0.35,0.34,0.35,0.32,0.33,0.34,0.35,-0.01,462.60,466.38,474.91
11-24-93,0.45,0.30,0.25,0.36,0.35,0.31,0.33,0.33,0.35,0.20,462.36,467.38,474.72
12-2-93,0.33,0.32,0.35,0.37,0.34,0.31,0.33,0.33,0.34,-0.02,464.89,466.45,478.70
12-9-93,0.37,0.39,0.24,0.38,0.34,0.30,0.32,0.33,0.34,0.13,463.93,469.90,469.81
12-16-93,0.33,0.38,0.29,0.37,0.34,0.30,0.32,0.34,0.34,0.04,466.38,474.91,470.18
12-23-93,0.36,0.31,0.33,0.36,0.34,0.31,0.32,0.33,0.34,0.03,467.38,474.72,467.69
12-30-93,0.44,0.28,0.28,0.37,0.34,0.31,0.31,0.32,0.34,0.16,466.45,478.70,466.07
1-6-94,0.40,0.33,0.27,0.38,0.34,0.30,0.31,0.33,0.34,0.13,469.90,469.81,464.74
1-13-94,0.38,0.31,0.31,0.38,0.33,0.29,0.31,0.33,0.33,0.07,474.91,470.18,466.44
1-20-94,0.48,0.26,0.26,0.39,0.33,0.29,0.30,0.32,0.33,0.22,474.72,467.69,471.06
1-27-94,0.41,0.25,0.34,0.40,0.32,0.29,0.30,0.31,0.32,0.07,478.70,466.07,460.58
2-3-94,0.38,0.29,0.33,0.40,0.31,0.30,0.30,0.30,0.31,0.05,469.81,464.74,445.77
2-10-94,0.49,0.27,0.24,0.42,0.31,0.30,0.30,0.29,0.31,0.25,470.18,466.44,447.10
2-17-94,0.40,0.36,0.24,0.42,0.31,0.28,0.30,0.29,0.31,0.16,467.69,471.06,446.18
2-24-94,0.41,0.30,0.29,0.42,0.31,0.29,0.30,0.30,0.31,0.12,466.07,460.58,447.63
3-3-94,0.31,0.42,0.27,0.41,0.32,0.29,0.29,0.31,0.32,0.04,464.74,445.77,450.91
3-10-94,0.29,0.34,0.37,0.40,0.32,0.29,0.29,0.31,0.32,-0.08,466.44,447.10,447.82
3-17-94,0.24,0.41,0.35,0.37,0.33,0.30,0.30,0.33,0.33,-0.11,471.06,446.18,444.14
3-24-94,0.29,0.37,0.34,0.35,0.33,0.30,0.30,0.35,0.33,-0.05,460.58,447.63,454.92
3-31-94,0.23,0.33,0.44,0.33,0.33,0.32,0.31,0.35,0.33,-0.21,445.77,450.91,457.33
4-7-94,0.28,0.31,0.41,0.31,0.32,0.34,0.32,0.36,0.32,-0.13,447.10,447.82,460.13
4-14-94,0.29,0.23,0.48,0.29,0.32,0.37,0.33,0.34,0.32,-0.19,446.18,444.14,458.67
4-21-94,0.26,0.41,0.33,0.27,0.32,0.37,0.33,0.35,0.32,-0.07,447.63,454.92,458.45
4-28-94,0.27,0.35,0.38,0.27,0.33,0.39,0.34,0.34,0.33,-0.11,450.91,457.33,442.80
5-5-94,0.32,0.32,0.36,0.27,0.33,0.39,0.34,0.34,0.33,-0.04,447.82,460.13,446.20
5-12-94,0.38,0.32,0.30,0.29,0.33,0.38,0.34,0.33,0.33,0.08,444.14,458.67,449.55
5-19-94,0.22,0.36,0.42,0.28,0.34,0.39,0.35,0.33,0.34,-0.20,454.92,458.45,454.16
5-26-94,0.29,0.33,0.38,0.29,0.34,0.38,0.35,0.33,0.34,-0.09,457.33,442.80,453.11
6-2-94,0.39,0.36,0.25,0.30,0.35,0.36,0.35,0.34,0.35,0.14,460.13,446.20,458.26
6-9-94,0.28,0.47,0.25,0.30,0.35,0.33,0.35,0.37,0.35,0.03,458.67,449.55,457.09
6-16-94,0.32,0.42,0.26,0.31,0.36,0.33,0.35,0.37,0.36,0.06,458.45,454.16,461.94
6-23-94,0.29,0.45,0.26,0.31,0.36,0.31,0.35,0.38,0.36,0.03,442.80,453.11,463.68
6-30-94,0.32,0.37,0.31,0.31,0.36,0.30,0.35,0.39,0.36,0.01,446.20,458.26,473.80
7-7-94,0.28,0.32,0.40,0.30,0.36,0.32,0.35,0.39,0.36,-0.12,449.55,457.09,470.99
7-14-94,0.25,0.40,0.35,0.30,0.36,0.31,0.35,0.39,0.36,-0.10,454.16,461.94,468.18
7-21-94,0.34,0.38,0.28,0.31,0.36,0.30,0.34,0.40,0.36,0.06,453.11,463.68,471.19
7-28-94,0.27,0.42,0.31,0.29,0.37,0.30,0.33,0.40,0.37,-0.04,458.26,473.80,459.67
8-4-94,0.22,0.52,0.26,0.29,0.39,0.30,0.32,0.41,0.39,-0.04,457.09,470.99,462.69
8-11-94,0.34,0.37,0.29,0.29,0.39,0.31,0.32,0.40,0.39,0.05,461.94,468.18,455.10
8-18-94,0.30,0.40,0.30,0.29,0.39,0.31,0.31,0.40,0.39,0.00,463.68,471.19,469.10
8-25-94,0.32,0.39,0.29,0.29,0.39,0.31,0.31,0.40,0.39,0.03,473.80,459.67,464.89
9-1-94,0.43,0.34,0.23,0.31,0.39,0.29,0.30,0.40,0.39,0.20,470.99,462.69,473.77
9-8-94,0.47,0.33,0.20,0.34,0.39,0.27,0.29,0.39,0.39,0.27,468.18,455.10,462.28
9-15-94,0.45,0.25,0.30,0.35,0.39,0.27,0.28,0.38,0.39,0.15,471.19,469.10,462.35
9-22-94,0.37,0.36,0.27,0.36,0.39,0.27,0.29,0.37,0.39,0.10,459.67,464.89,461.47
9-29-94,0.38,0.32,0.30,0.38,0.38,0.27,0.29,0.35,0.38,0.08,462.69,473.77,449.93
10-6-94,0.33,0.39,0.28,0.38,0.38,0.27,0.29,0.35,0.38,0.05,455.10,462.28,453.30
10-13-94,0.35,0.39,0.26,0.39,0.37,0.27,0.29,0.35,0.37,0.09,469.10,462.35,446.96
10-20-94,0.39,0.33,0.28,0.40,0.37,0.27,0.29,0.34,0.37,0.11,464.89,461.47,458.80
10-27-94,0.43,0.38,0.19,0.40,0.37,0.26,0.27,0.34,0.37,0.24,473.77,449.93,459.67
11-3-94,0.40,0.35,0.25,0.39,0.37,0.27,0.27,0.35,0.37,0.15,462.28,453.30,459.27
11-10-94,0.37,0.31,0.32,0.38,0.37,0.27,0.27,0.35,0.37,0.05,462.35,446.96,460.68
11-17-94,0.39,0.22,0.39,0.38,0.35,0.28,0.28,0.34,0.35,0.00,461.47,458.80,465.97
11-23-94,0.39,0.32,0.29,0.38,0.34,0.28,0.28,0.34,0.34,0.10,449.93,459.67,464.78
11-30-94,0.44,0.30,0.26,0.40,0.34,0.28,0.28,0.33,0.34,0.18,453.30,459.27,470.39
12-8-94,0.30,0.35,0.35,0.39,0.33,0.29,0.28,0.32,0.33,-0.05,446.96,460.68,478.64
12-15-94,0.33,0.35,0.32,0.38,0.33,0.30,0.28,0.32,0.33,0.01,458.80,465.97,481.46
12-22-94,0.42,0.25,0.33,0.38,0.33,0.31,0.29,0.31,0.33,0.09,459.67,464.78,481.97
12-29-94,0.40,0.43,0.17,0.38,0.33,0.30,0.29,0.32,0.33,0.23,459.27,470.39,488.11
1-5-95,0.44,0.31,0.25,0.39,0.34,0.30,0.28,0.32,0.34,0.19,460.68,478.64,485.42
1-12-95,0.36,0.42,0.22,0.39,0.34,0.27,0.28,0.34,0.34,0.14,465.97,481.46,489.57
1-19-95,0.37,0.39,0.24,0.38,0.34,0.27,0.28,0.35,0.34,0.13,464.78,481.97,495.52
1-26-95,0.38,0.37,0.25,0.38,0.34,0.27,0.27,0.36,0.34,0.13,470.39,488.11,500.97
2-2-95,0.38,0.37,0.25,0.39,0.34,0.25,0.27,0.36,0.34,0.13,478.64,485.42,500.71
2-9-95,0.34,0.43,0.23,0.39,0.35,0.24,0.27,0.37,0.35,0.11,481.46,489.57,506.42
2-16-95,0.43,0.37,0.20,0.39,0.35,0.23,0.27,0.39,0.35,0.23,481.97,495.52,509.23
2-23-95,0.46,0.37,0.17,0.40,0.35,0.23,0.27,0.38,0.35,0.29,488.11,500.97,508.49
3-2-95,0.53,0.26,0.21,0.41,0.34,0.22,0.26,0.37,0.34,0.32,485.42,500.71,514.71
3-9-95,0.48,0.34,0.18,0.42,0.35,0.22,0.25,0.36,0.35,0.30,489.57,506.42,520.12
3-16-95,0.39,0.41,0.20,0.42,0.36,0.21,0.24,0.37,0.36,0.19,495.52,509.23,525.55
3-23-95,0.47,0.30,0.23,0.44,0.36,0.21,0.24,0.36,0.36,0.24,500.97,508.49,519.19
3-30-95,0.52,0.23,0.25,0.45,0.35,0.21,0.23,0.34,0.35,0.27,500.71,514.71,523.65
4-6-95,0.42,0.25,0.33,0.46,0.34,0.22,0.23,0.32,0.34,0.09,506.42,520.12,532.51
4-13-95,0.40,0.23,0.37,0.46,0.34,0.24,0.23,0.30,0.34,0.03,509.23,525.55,527.94
4-20-95,0.37,0.27,0.36,0.45,0.33,0.27,0.25,0.29,0.33,0.01,508.49,519.19,539.83
4-27-95,0.52,0.29,0.19,0.45,0.33,0.26,0.24,0.29,0.33,0.33,514.71,523.65,549.71
5-4-95,0.42,0.27,0.31,0.44,0.32,0.28,0.25,0.28,0.32,0.11,520.12,532.51,544.75
5-11-95,0.44,0.26,0.30,0.45,0.31,0.29,0.25,0.26,0.31,0.14,525.55,527.94,556.37
5-18-95,0.42,0.23,0.35,0.44,0.31,0.31,0.26,0.25,0.31,0.07,519.19,539.83,559.89
5-25-95,0.44,0.26,0.30,0.43,0.30,0.31,0.26,0.26,0.30,0.14,523.65,549.71,553.62
6-1-95,0.39,0.34,0.27,0.43,0.29,0.31,0.26,0.27,0.29,0.12,532.51,544.75,562.93
6-8-95,0.44,0.25,0.31,0.43,0.29,0.30,0.27,0.27,0.29,0.13,527.94,556.37,558.94
6-15-95,0.36,0.31,0.33,0.43,0.28,0.30,0.28,0.28,0.28,0.03,539.83,559.89,555.11
6-22-95,0.48,0.21,0.31,0.42,0.28,0.31,0.29,0.27,0.28,0.17,549.71,553.62,559.21
6-29-95,0.35,0.28,0.37,0.42,0.27,0.32,0.30,0.27,0.27,-0.02,544.75,562.93,560.10
7-6-95,0.35,0.34,0.31,0.40,0.27,0.32,0.31,0.28,0.27,0.04,556.37,558.94,563.84
7-13-95,0.44,0.18,0.38,0.41,0.26,0.32,0.32,0.27,0.26,0.06,559.89,555.11,572.68
7-20-95,0.43,0.30,0.27,0.41,0.27,0.32,0.32,0.28,0.27,0.16,553.62,559.21,583.35
7-27-95,0.41,0.26,0.33,0.41,0.27,0.33,0.32,0.27,0.27,0.08,562.93,560.10,581.73
8-3-95,0.38,0.34,0.28,0.40,0.27,0.32,0.31,0.28,0.27,0.10,558.94,563.84,584.41
8-10-95,0.40,0.30,0.30,0.41,0.28,0.32,0.31,0.28,0.28,0.10,555.11,572.68,582.49
8-17-95,0.36,0.43,0.21,0.39,0.29,0.31,0.31,0.30,0.29,0.15,559.21,583.35,584.50
8-24-95,0.35,0.28,0.37,0.39,0.29,0.31,0.31,0.30,0.29,-0.02,560.10,581.73,587.46
8-31-95,0.38,0.42,0.20,0.39,0.30,0.29,0.31,0.31,0.30,0.18,563.84,584.41,579.70
9-7-95,0.37,0.36,0.27,0.39,0.30,0.28,0.30,0.34,0.30,0.10,572.68,582.49,590.57
9-14-95,0.46,0.32,0.22,0.39,0.31,0.27,0.30,0.34,0.31,0.24,583.35,584.50,592.72
9-21-95,0.46,0.25,0.29,0.40,0.30,0.27,0.30,0.34,0.30,0.17,581.73,587.46,600.07
9-28-95,0.42,0.27,0.31,0.40,0.30,0.27,0.30,0.33,0.30,0.11,584.41,579.70,598.40
10-5-95,0.39,0.37,0.24,0.40,0.31,0.26,0.29,0.34,0.31,0.15,582.49,590.57,606.98
10-12-95,0.41,0.30,0.29,0.41,0.31,0.27,0.29,0.32,0.31,0.12,584.50,592.72,617.48
10-19-95,0.47,0.32,0.21,0.42,0.32,0.25,0.28,0.33,0.32,0.26,587.46,600.07,616.34
10-26-95,0.46,0.33,0.21,0.43,0.31,0.26,0.27,0.32,0.31,0.25,579.70,598.40,611.96
11-2-95,0.47,0.34,0.19,0.44,0.32,0.25,0.26,0.31,0.32,0.28,590.57,606.98,615.93
11-9-95,0.49,0.35,0.16,0.45,0.33,0.24,0.26,0.32,0.33,0.33,592.72,617.48,616.71
11-16-95,0.46,0.31,0.23,0.45,0.33,0.23,0.25,0.32,0.33,0.23,600.07,616.34,601.81
11-22-95,0.48,0.18,0.34,0.45,0.32,0.23,0.25,0.31,0.32,0.14,598.40,611.96,611.83
11-30-95,0.51,0.30,0.19,0.47,0.32,0.23,0.25,0.30,0.32,0.32,606.98,615.93,621.62
12-7-95,0.48,0.28,0.24,0.48,0.31,0.22,0.25,0.30,0.31,0.24,617.48,616.71,635.84
12-14-95,0.51,0.23,0.26,0.48,0.31,0.23,0.24,0.29,0.31,0.25,616.34,601.81,656.37
12-21-95,0.48,0.28,0.24,0.49,0.30,0.23,0.24,0.28,0.30,0.24,611.96,611.83,647.98
12-28-95,0.46,0.34,0.20,0.48,0.30,0.23,0.24,0.28,0.30,0.26,615.93,621.62,659.08
1-4-96,0.55,0.18,0.27,0.49,0.29,0.25,0.24,0.26,0.29,0.28,616.71,635.84,644.37
1-11-96,0.48,0.24,0.28,0.49,0.29,0.25,0.24,0.25,0.29,0.20,601.81,656.37,633.50
1-18-96,0.42,0.29,0.29,0.49,0.29,0.25,0.24,0.27,0.29,0.13,611.83,647.98,641.43
1-25-96,0.36,0.40,0.24,0.47,0.29,0.25,0.24,0.28,0.29,0.12,621.62,659.08,650.62
2-1-96,0.54,0.31,0.15,0.48,0.29,0.24,0.23,0.28,0.29,0.39,635.84,644.37,645.50
2-8-96,0.53,0.31,0.16,0.48,0.29,0.23,0.23,0.29,0.29,0.37,656.37,633.50,655.86
2-15-96,0.54,0.21,0.25,0.49,0.28,0.23,0.23,0.29,0.28,0.29,647.98,641.43,636.71
2-22-96,0.49,0.22,0.29,0.49,0.28,0.24,0.24,0.27,0.28,0.20,659.08,650.62,645.07
2-29-96,0.45,0.28,0.27,0.48,0.27,0.24,0.24,0.28,0.27,0.18,644.37,645.50,653.46
3-7-96,0.44,0.28,0.28,0.47,0.27,0.24,0.25,0.29,0.27,0.16,633.50,655.86,641.63
3-14-96,0.36,0.35,0.29,0.46,0.28,0.24,0.24,0.30,0.28,0.07,641.43,636.71,652.09
3-21-96,0.47,0.31,0.22,0.48,0.28,0.24,0.25,0.28,0.28,0.25,650.62,645.07,668.91
3-28-96,0.45,0.31,0.24,0.47,0.28,0.25,0.25,0.28,0.28,0.21,645.50,653.46,678.51
4-4-96,0.40,0.43,0.17,0.45,0.30,0.25,0.24,0.30,0.30,0.23,655.86,641.63,669.12
4-11-96,0.40,0.42,0.18,0.43,0.31,0.24,0.24,0.33,0.31,0.22,636.71,652.09,673.31
4-18-96,0.36,0.38,0.26,0.42,0.31,0.24,0.24,0.35,0.31,0.10,645.07,668.91,665.85
4-25-96,0.28,0.40,0.32,0.40,0.32,0.25,0.24,0.36,0.32,-0.04,653.46,678.51,666.84
5-2-96,0.48,0.31,0.21,0.40,0.33,0.24,0.24,0.36,0.33,0.27,641.63,669.12,670.63
5-9-96,0.46,0.38,0.16,0.41,0.33,0.22,0.23,0.37,0.33,0.30,652.09,673.31,672.40
5-16-96,0.37,0.40,0.23,0.40,0.33,0.22,0.23,0.38,0.33,0.14,668.91,665.85,646.19
5-23-96,0.51,0.35,0.14,0.41,0.33,0.21,0.23,0.38,0.33,0.37,678.51,666.84,638.73
5-30-96,0.61,0.29,0.10,0.43,0.33,0.20,0.23,0.37,0.33,0.51,669.12,670.63,635.90
6-6-96,0.47,0.28,0.25,0.44,0.34,0.21,0.23,0.35,0.34,0.22,673.31,672.40,662.49
6-13-96,0.49,0.28,0.23,0.46,0.34,0.21,0.22,0.34,0.34,0.26,665.85,646.19,662.10
6-20-96,0.42,0.32,0.26,0.48,0.34,0.20,0.22,0.33,0.34,0.16,666.84,638.73,665.21
6-27-96,0.42,0.41,0.17,0.47,0.35,0.19,0.21,0.34,0.35,0.25,670.63,635.90,667.03
7-3-96,0.32,0.44,0.24,0.45,0.36,0.20,0.21,0.35,0.36,0.08,672.40,662.49,651.99
7-11-96,0.40,0.35,0.25,0.46,0.36,0.21,0.21,0.34,0.36,0.15,646.19,662.10,655.68
7-18-96,0.29,0.45,0.26,0.43,0.37,0.22,0.21,0.35,0.37,0.03,638.73,665.21,680.54
7-25-96,0.30,0.32,0.38,0.39,0.36,0.26,0.23,0.36,0.36,-0.08,635.90,667.03,687.03
8-1-96,0.29,0.38,0.33,0.37,0.36,0.27,0.24,0.37,0.36,-0.04,662.49,651.99,686.19
8-8-96,0.27,0.42,0.31,0.34,0.36,0.28,0.24,0.39,0.36,-0.04,662.10,655.68,701.46
8-15-96,0.43,0.37,0.20,0.34,0.36,0.27,0.23,0.39,0.36,0.23,665.21,680.54,700.66
8-22-96,0.28,0.46,0.26,0.32,0.37,0.28,0.24,0.40,0.37,0.02,667.03,687.03,710.82
8-29-96,0.28,0.43,0.29,0.32,0.37,0.29,0.24,0.40,0.37,-0.01,651.99,686.19,700.92
9-5-96,0.29,0.35,0.36,0.30,0.37,0.30,0.25,0.40,0.37,-0.07,655.68,701.46,703.77
9-12-96,0.26,0.46,0.28,0.30,0.38,0.30,0.26,0.40,0.38,-0.02,680.54,700.66,730.82
9-19-96,0.28,0.41,0.31,0.30,0.38,0.29,0.27,0.41,0.38,-0.03,687.03,710.82,737.62
9-26-96,0.34,0.39,0.27,0.30,0.39,0.29,0.28,0.41,0.39,0.07,686.19,700.92,748.73
10-3-96,0.40,0.31,0.29,0.32,0.39,0.28,0.28,0.40,0.39,0.11,701.46,703.77,755.00
10-10-96,0.38,0.36,0.26,0.31,0.39,0.29,0.28,0.40,0.39,0.12,700.66,730.82,739.60
10-17-96,0.39,0.36,0.25,0.33,0.39,0.29,0.28,0.38,0.39,0.14,710.82,737.62,728.64
10-24-96,0.42,0.33,0.25,0.35,0.38,0.28,0.28,0.37,0.38,0.17,700.92,748.73,748.87
10-31-96,0.37,0.29,0.34,0.36,0.38,0.28,0.29,0.36,0.38,0.03,703.77,755.00,756.79
11-7-96,0.26,0.45,0.29,0.36,0.38,0.28,0.29,0.36,0.38,-0.03,730.82,739.60,748.03
11-14-96,0.37,0.34,0.29,0.37,0.38,0.28,0.29,0.35,0.38,0.08,737.62,728.64,759.50
11-21-96,0.43,0.30,0.27,0.38,0.38,0.28,0.28,0.34,0.38,0.16,748.73,748.87,776.17
11-27-96,0.52,0.27,0.21,0.39,0.37,0.27,0.28,0.34,0.37,0.31,755.00,756.79,770.52
12-5-96,0.41,0.26,0.33,0.40,0.36,0.28,0.28,0.33,0.36,0.08,739.60,748.03,786.16
12-12-96,0.40,0.28,0.32,0.40,0.35,0.29,0.29,0.32,0.35,0.08,728.64,759.50,789.56
12-19-96,0.33,0.28,0.39,0.39,0.34,0.31,0.29,0.31,0.34,-0.06,748.87,776.17,808.48
12-26-96,0.37,0.33,0.30,0.39,0.34,0.30,0.29,0.31,0.34,0.07,756.79,770.52,801.77
1-2-97,0.43,0.33,0.24,0.41,0.33,0.29,0.29,0.30,0.33,0.19,748.03,786.16,790.82
1-9-97,0.36,0.39,0.25,0.41,0.33,0.29,0.28,0.31,0.33,0.11,759.50,789.56,804.97
1-16-97,0.42,0.32,0.26,0.41,0.33,0.29,0.28,0.31,0.33,0.16,776.17,808.48,793.17
1-23-97,0.37,0.41,0.22,0.39,0.33,0.29,0.28,0.33,0.33,0.15,770.52,801.77,784.10
1-30-97,0.51,0.33,0.16,0.40,0.33,0.27,0.27,0.33,0.33,0.35,786.16,790.82,773.88
2-6-97,0.47,0.29,0.24,0.41,0.33,0.26,0.27,0.34,0.33,0.23,789.56,804.97,757.90
2-13-97,0.45,0.37,0.18,0.42,0.33,0.23,0.27,0.35,0.33,0.27,808.48,793.17,737.65
2-20-97,0.44,0.36,0.20,0.43,0.33,0.22,0.26,0.35,0.33,0.24,801.77,784.10,766.34
2-27-97,0.63,0.22,0.15,0.46,0.32,0.21,0.25,0.34,0.32,0.48,790.82,773.88,765.37
3-6-97,0.43,0.37,0.20,0.47,0.32,0.20,0.25,0.33,0.32,0.23,804.97,757.90,812.97
3-13-97,0.34,0.36,0.30,0.46,0.32,0.21,0.25,0.34,0.32,0.04,793.17,737.65,824.78
3-20-97,0.36,0.42,0.22,0.45,0.33,0.21,0.25,0.34,0.33,0.14,784.10,766.34,829.75
3-27-97,0.27,0.40,0.33,0.42,0.34,0.23,0.25,0.35,0.34,-0.06,773.88,765.37,847.03
4-3-97,0.29,0.40,0.31,0.40,0.35,0.24,0.25,0.36,0.35,-0.02,757.90,812.97,848.28
4-10-97,0.26,0.37,0.37,0.38,0.35,0.26,0.25,0.36,0.35,-0.11,737.65,824.78,858.01
4-17-97,0.31,0.41,0.28,0.36,0.36,0.27,0.24,0.37,0.36,0.03,766.34,829.75,893.27
4-24-97,0.28,0.40,0.32,0.32,0.36,0.29,0.25,0.39,0.36,-0.04,765.37,847.03,898.70
5-1-97,0.27,0.44,0.29,0.30,0.37,0.30,0.25,0.40,0.37,-0.02,812.97,848.28,887.30
5-8-97,0.30,0.44,0.26,0.29,0.37,0.30,0.25,0.41,0.37,0.04,824.78,858.01,916.92
5-15-97,0.41,0.36,0.23,0.30,0.37,0.30,0.25,0.40,0.37,0.18,829.75,893.27,916.68
5-22-97,0.40,0.35,0.25,0.32,0.37,0.29,0.26,0.40,0.37,0.15,847.03,898.70,915.30
5-29-97,0.40,0.40,0.20,0.33,0.38,0.28,0.26,0.40,0.38,0.20,848.28,887.30,938.79
6-5-97,0.52,0.33,0.15,0.36,0.38,0.25,0.25,0.39,0.38,0.37,858.01,916.92,947.14
6-12-97,0.49,0.35,0.16,0.38,0.38,0.23,0.25,0.38,0.38,0.33,893.27,916.68,933.54
6-19-97,0.59,0.26,0.15,0.42,0.38,0.21,0.25,0.37,0.38,0.44,898.70,915.30,900.81
6-26-97,0.52,0.25,0.23,0.45,0.37,0.20,0.25,0.34,0.37,0.29,887.30,938.79,923.55
7-3-97,0.45,0.30,0.25,0.47,0.37,0.20,0.25,0.33,0.37,0.20,916.92,947.14,899.47
7-10-97,0.49,0.33,0.18,0.48,0.36,0.20,0.25,0.32,0.36,0.31,916.68,933.54,929.05
7-17-97,0.54,0.30,0.16,0.50,0.36,0.19,0.24,0.32,0.36,0.38,915.30,900.81,923.91
7-24-97,0.53,0.25,0.22,0.52,0.35,0.19,0.23,0.30,0.35,0.31,938.79,923.55,950.51
7-31-97,0.48,0.26,0.26,0.51,0.34,0.20,0.22,0.29,0.34,0.22,947.14,899.47,945.22
8-7-97,0.49,0.28,0.23,0.51,0.33,0.21,0.22,0.28,0.33,0.26,933.54,929.05,965.03
8-14-97,0.49,0.30,0.21,0.50,0.33,0.22,0.21,0.28,0.33,0.28,900.81,923.91,966.98
8-21-97,0.47,0.33,0.20,0.49,0.32,0.21,0.21,0.29,0.32,0.27,923.55,950.51,944.16
8-28-97,0.50,0.28,0.22,0.50,0.31,0.21,0.21,0.29,0.31,0.28,899.47,945.22,941.64
9-4-97,0.37,0.38,0.25,0.48,0.31,0.22,0.21,0.30,0.31,0.12,929.05,965.03,914.62
9-11-97,0.42,0.36,0.22,0.47,0.31,0.23,0.21,0.31,0.31,0.20,923.91,966.98,927.51
9-18-97,0.40,0.44,0.16,0.45,0.31,0.22,0.20,0.33,0.31,0.24,950.51,944.16,928.35
9-25-97,0.39,0.42,0.19,0.44,0.32,0.21,0.21,0.35,0.32,0.20,945.22,941.64,963.09
10-2-97,0.38,0.43,0.19,0.43,0.32,0.21,0.21,0.37,0.32,0.19,965.03,914.62,955.40
10-9-97,0.43,0.43,0.14,0.42,0.33,0.20,0.21,0.38,0.33,0.29,966.98,927.51,983.79
10-16-97,0.43,0.36,0.21,0.42,0.34,0.20,0.21,0.39,0.34,0.22,944.16,928.35,953.39
10-23-97,0.40,0.46,0.14,0.40,0.35,0.19,0.20,0.41,0.35,0.26,941.64,963.09,946.78
10-30-97,0.41,0.36,0.23,0.41,0.35,0.19,0.20,0.41,0.35,0.18,914.62,955.40,936.46
11-6-97,0.38,0.37,0.25,0.40,0.36,0.19,0.21,0.41,0.36,0.13,927.51,983.79,975.04
11-13-97,0.45,0.38,0.17,0.41,0.37,0.19,0.20,0.40,0.37,0.28,928.35,953.39,927.69
11-20-97,0.40,0.38,0.22,0.41,0.37,0.19,0.20,0.40,0.37,0.18,963.09,946.78,961.51
11-26-97,0.40,0.40,0.20,0.41,0.38,0.20,0.20,0.39,0.38,0.20,955.40,936.46,957.59
12-4-97,0.49,0.33,0.18,0.42,0.38,0.20,0.20,0.38,0.38,0.31,983.79,975.04,980.28
12-11-97,0.46,0.37,0.17,0.42,0.38,0.20,0.20,0.38,0.38,0.29,953.39,927.69,1012.46
12-18-97,0.40,0.41,0.19,0.42,0.39,0.20,0.19,0.38,0.39,0.21,946.78,961.51,1020.09
12-24-97,0.41,0.36,0.23,0.42,0.39,0.20,0.19,0.38,0.39,0.18,936.46,957.59,1034.21
12-31-97,0.34,0.35,0.31,0.42,0.39,0.21,0.20,0.37,0.39,0.03,975.04,980.28,1049.34
1-8-98,0.42,0.40,0.18,0.42,0.39,0.21,0.20,0.38,0.39,0.24,927.69,1012.46,1055.69
1-16-98,0.38,0.45,0.17,0.41,0.39,0.20,0.20,0.38,0.39,0.21,961.51,1020.09,1068.61
1-23-98,0.31,0.39,0.30,0.40,0.39,0.22,0.21,0.38,0.39,0.01,957.59,1034.21,1099.16
1-30-98,0.38,0.42,0.20,0.39,0.39,0.22,0.21,0.39,0.39,0.18,980.28,1049.34,1093.55
2-5-98,0.30,0.45,0.25,0.37,0.39,0.23,0.21,0.40,0.39,0.05,1012.46,1055.69,1108.15
